EAN,categorie,Rayon,Libelle_produit,prix,EAN
404841003870,Produits Secs & Conserves,produits patisserie,300g top dessert fraise vahine,"3,63",404841003870
4020731938655,Produits Secs & Conserves,produits patisserie,300g top dessert caram lt vahi,"3,63",4020731938655
6773058524467,Produits Secs & Conserves,produits patisserie,300g prepa base cupcake vahine,"2,70",6773058524467
9072101204797,Produits Secs & Conserves,produits patisserie,250g pate a sucre rose/bleu va,"3,68",9072101204797
2670825220967,Produits Secs & Conserves,produits patisserie,25g crayon patiss blanc vahine,"2,39",2670825220967
5348897484437,Produits Secs & Conserves,produits patisserie,146g multideco vahine,"5,25",5348897484437
6300265581111,Produits Secs & Conserves,produits patisserie,138g multi deco fantasy vahine,"5,88",6300265581111
3738033028884,Produits Secs & Conserves,riz et farines,160g puree anc 2 from mousline,"3,00",3738033028884
5470317284178,Produits Secs & Conserves,riz et farines,375g mousl.s.anc.presse puree,"3,18",5470317284178
8726854689073,Produits Secs & Conserves,riz et farines,500g puree sav ancien mousline,"3,50",8726854689073
1996864162879,Produits Secs & Conserves,riz et farines,estofinade aveyronnaise 90g,"5,60",1996864162879
618133273728,Produits Secs & Conserves,riz et farines,la truffade auvergnate 125g,"6,80",618133273728
2914749346450,Produits Secs & Conserves,riz et farines,270g aligot marie de livinhac,"7,51",2914749346450
2881851029651,Produits Secs & Conserves,riz et farines,mousline tendresse lait 3x125g,"2,51",2881851029651
6067517183770,Produits Secs & Conserves,riz et farines,3x75g ecrase de pdt sav ancien,"2,59",6067517183770
7266446338922,Produits Secs & Conserves,riz et farines,mousline nature maggi 4x130g,"2,34",7266446338922
9805717943964,Produits Secs & Conserves,riz et farines,8x130g puree nature mousline,"4,26",9805717943964
4293923514891,Produits Secs & Conserves,riz et farines,"4x31,25g puree nature mousline","0,85",4293923514891
2090276883383,Produits Secs & Conserves,riz et farines,125g puree nature mousline,"1,10",2090276883383
6050369276077,Produits Secs & Conserves,riz et farines,"4x31,25g puree lait mouslinel.","1,43",6050369276077
5790415880605,Produits Secs & Conserves,riz et farines,125g puree sav.anc.mousline,"1,63",5790415880605
7946599803935,Produits Secs & Conserves,chips,6x25g lay's multipacks sel,"1,99",7946599803935
5357270408766,Produits Secs & Conserves,chips,lay's nature 300g,"2,69",5357270408766
2129091121618,Produits Secs & Conserves,chips,"lays multipack nature 6x27,5g","2,61",2129091121618
22991666371,Produits Secs & Conserves,chips,"lays multipack chips a.6x27,5g","2,33",22991666371
3910008001268,Produits Secs & Conserves,chips,lays a l ancienne moutarde 120,"1,74",3910008001268
6393678797278,Produits Secs & Conserves,chips,130g lay's barbecue,"1,30",6393678797278
4809239510213,Produits Secs & Conserves,chips,130g lay's degustation salt,"2,16",4809239510213
2235700896858,Produits Secs & Conserves,chips,120g lay's deep ridged nat.,"1,65",2235700896858
7244156607825,Produits Secs & Conserves,chips,120g lay's  deep ridg amer.ba,"1,65",7244156607825
2795385154344,Produits Secs & Conserves,chips,lays multipack paysanne nature,"2,61",2795385154344
4512574364458,Produits Secs & Conserves,chips,lay's barbecue 240g,"2,31",4512574364458
9172978526171,Produits Secs & Conserves,chips,lay's bolognaise 130g,"1,48",9172978526171
1704306639409,Produits Secs & Conserves,chips,lays spicy 130g,"1,59",1704306639409
9053351468272,Produits Secs & Conserves,chips,lay's poulet thym 130g,"1,52",9053351468272
5167794947971,Produits Secs & Conserves,chips,lays fromage 130g,"1,59",5167794947971
9701133782093,Produits Secs & Conserves,chips,lay's paprika 130g,"1,56",9701133782093
8796276710102,Produits Secs & Conserves,chips,lay's jambon braise 130g,"1,55",8796276710102
8791315433027,Produits Secs & Conserves,chips,lay's sel & vinaigre 220g,"2,65",8791315433027
8408495827266,Produits Secs & Conserves,chips,lay's deep ridged sour cream &,"1,65",8408495827266
4570529857382,Produits Secs & Conserves,chips,lay's saveur ch'ti sauce pom'f,"1,64",4570529857382
4071646108648,Produits Secs & Conserves,chips,lay's cheese max 130g,"1,55",4071646108648
2934780557397,Produits Secs & Conserves,chips,lay's edition limitee 1  120g,"1,64",2934780557397
8159222743620,Produits Secs & Conserves,chips,lay's edit.limit.sav.piment ba,"1,64",8159222743620
8134833861037,Produits Secs & Conserves,chips,lay's nature 150g,"1,56",8134833861037
1786994335867,Produits Secs & Conserves,chips,lay's a l'ancienne nature 150g,"1,56",1786994335867
3166221392827,Produits Secs & Conserves,chips,lay's a l'ancienne nature 300g,"2,69",3166221392827
7747441457358,Produits Secs & Conserves,chips,lay's paysannes nature 150g,"1,56",7747441457358
5211918858295,Produits Secs & Conserves,chips,lay's paysannes nature 300g,"2,79",5211918858295
1381238170457,Produits Secs & Conserves,chips,lays edition limite saison hiv,"1,64",1381238170457
6038904332094,Produits Secs & Conserves,chips,chips l'ondulee 125g,"1,80",6038904332094
2742691169728,Produits Secs & Conserves,chips,chips l'authentiques 125g,"1,80",2742691169728
7619958555800,Produits Secs & Conserves,chips,chips sans sel 125g,"1,80",7619958555800
890289368912,Produits Secs & Conserves,chips,chips l'original 180g,"2,40",890289368912
2407371610416,Produits Secs & Conserves,chips,chips l'original 125g,"1,80",2407371610416
7055810728253,Produits Secs & Conserves,chips,la blue chips 125g,"2,10",7055810728253
5176719071145,Produits Secs & Conserves,chips,150g chips melange 3 legumes,"3,49",5176719071145
965952472027,Produits Secs & Conserves,chips,150g chips salees tyrrells,"2,70",965952472027
1560812125833,Produits Secs & Conserves,chips,150g chips vinaigre cidre,"2,74",1560812125833
8116276205752,Produits Secs & Conserves,chips,150g tyrrells chips piment dx,"2,57",8116276205752
8833106735175,Produits Secs & Conserves,chips,150g chips sce worcest&tomate,"2,73",8833106735175
706078851559,Produits Secs & Conserves,chips,ty 125g leg swanky stripe,"3,92",706078851559
3007939924802,Produits Secs & Conserves,chips,150g chips red white blue tyr.,"3,53",3007939924802
7752821466477,Produits Secs & Conserves,chips,ty 150g pdt aberdeen mtrde c12,"2,44",7752821466477
4340840616083,Produits Secs & Conserves,chips,125g chips sel bio go pure,"3,14",4340840616083
8068580912823,Produits Secs & Conserves,chips,125g chips poivre noir bio go,"3,14",8068580912823
4644028871567,Produits Secs & Conserves,chips,125g chips creme oignon bio go,"3,14",4644028871567
9559065309252,Produits Secs & Conserves,soupes,400gspe lentil aux legumes bio,"3,11",9559065309252
4099010734680,Produits Secs & Conserves,soupes,400g soupe de pois casse bio,"3,11",4099010734680
5781895557348,Produits Secs & Conserves,soupes,400g veloute champ bio s/glut,"3,11",5781895557348
8368565706925,Produits Secs & Conserves,soupes,"brk 0,5l moulinee.legum.knorr","1,49",8368565706925
3377189370572,Produits Secs & Conserves,soupes,50cl mouline.leg.vert knor bk,"1,52",3377189370572
8109592839542,Produits Secs & Conserves,soupes,84g knorr gratinee oignon,"1,75",8109592839542
8145240654128,Produits Secs & Conserves,soupes,100g spe marocain/chorba knorr,"1,86",8145240654128
1615922944626,Produits Secs & Conserves,soupes,112g knorr desh. creme legume,"1,43",1615922944626
7808810741899,Produits Secs & Conserves,soupes,105g spe 9legumes passee knorr,"1,25",7808810741899
9110490740840,Produits Secs & Conserves,soupes,133g spe cereale/legumes knorr,"1,83",9110490740840
7439283055300,Produits Secs & Conserves,soupes,104g minestrone h.oliv knorr,"1,26",7439283055300
4576442094662,Produits Secs & Conserves,soupes,72g poule au pot/legume knorr,"1,29",4576442094662
4883391908840,Produits Secs & Conserves,soupes,50cl vel.9 legumes bk knorr,"1,40",4883391908840
4954586868246,Produits Secs & Conserves,soupes,brk 1l douceur 8legume knorr,"2,77",4954586868246
9196187809699,Produits Secs & Conserves,soupes,50cl bk douceur 8 legume knorr,"1,88",9196187809699
2547349666227,Produits Secs & Conserves,soupes,63g pot.poule/vermicell.knorr,"0,49",2547349666227
913464770355,Produits Secs & Conserves,soupes,83g creme pois au lard knorr,"1,11",913464770355
477558617485,Produits Secs & Conserves,soupes,67g  knorr tomate vermicelle,"0,57",477558617485
94833888013,Produits Secs & Conserves,soupes,64g creme volaille+legum.knorr,"1,16",94833888013
9078121013668,Produits Secs & Conserves,soupes,74g riewele supp alsaciene kno,"0,71",9078121013668
1313521602388,Produits Secs & Conserves,soupes,84g knorr dceur 9 legumes,"1,17",1313521602388
6780785955951,Produits Secs & Conserves,soupes,brk 1l veloute potiron knorr,"2,86",6780785955951
5098551528918,Produits Secs & Conserves,soupes,50c bk spe vel.potiro crem kno,"2,17",5098551528918
819710335072,Produits Secs & Conserves,soupes,50cl knorr creme champignons,"2,76",819710335072
2925141900987,Produits Secs & Conserves,soupes,96g knorr douceur d'asperge,"1,47",2925141900987
7620500427921,Produits Secs & Conserves,soupes,69g knorr spe chin sichuan,"2,29",7620500427921
4822950906308,Produits Secs & Conserves,soupes,1l psp vel leg liebi soleil bk,"3,03",4822950906308
5703530830641,Produits Secs & Conserves,soupes,1l velout de potiron liebig bk,"3,02",5703530830641
4123110103889,Produits Secs & Conserves,soupes,1l veloute de legumes poeles,"2,85",4123110103889
1445394158326,Produits Secs & Conserves,soupes,1l ps pdt/poireaux lentilles,"2,79",1445394158326
8378847686007,Produits Secs & Conserves,soupes,1l pur soup richesse automne,"2,97",8378847686007
8592621328618,Produits Secs & Conserves,soupes,1l pursoup oseille cresson,"3,18",8592621328618
5469756619929,Produits Secs & Conserves,soupes,1lfondue poireaux st jacque.bk,"3,99",5469756619929
9221753059628,Produits Secs & Conserves,soupes,1l spe bio jardiniere legumes,"3,18",9221753059628
531652030707,Produits Secs & Conserves,soupes,1l spe bio legum la provencale,"3,10",531652030707
7932803491919,Produits Secs & Conserves,soupes,bt 300g bisque homard liebig,"2,81",7932803491919
1926715089218,Produits Secs & Conserves,soupes,1l gazpacho liebig,"2,99",1926715089218
6856616855955,Produits Secs & Conserves,soupes,1l dx plais potir kiri liebig,"3,27",6856616855955
6621993449910,Produits Secs & Conserves,soupes,1l potir girol liebig,"4,02",6621993449910
9654171175912,Produits Secs & Conserves,soupes,1lpsm leg d'autrefoi liebig bk,"2,66",9654171175912
2913626083147,Produits Secs & Conserves,soupes,1l liebig  psv 10 legumes bk,"2,13",2913626083147
2557179828613,Produits Secs & Conserves,soupes,1l ps moul 10legum vari bk lie,"2,06",2557179828613
3249880882930,Produits Secs & Conserves,soupes,1l ps mouline legum printanier,"2,93",3249880882930
8213889966479,Produits Secs & Conserves,soupes,2x35c ps velout 10legu lieb bk,"1,79",8213889966479
2215453323007,Produits Secs & Conserves,soupes,2x35cl liebig pm leg/verm bk,"2,05",2215453323007
3631113565072,Produits Secs & Conserves,soupes,liebig soupe de poissons 2x35c,"2,51",3631113565072
3643312971858,Produits Secs & Conserves,soupes,2x35c vel de cepes et bolet bk,"2,57",3643312971858
8529408336213,Produits Secs & Conserves,soupes,liebig veloute de leg tom 2x35,"1,73",8529408336213
2562430135264,Produits Secs & Conserves,soupes,ps vel poireaux pdt pt creme 2,"1,88",2562430135264
932878812052,Produits Secs & Conserves,soupes,2x35c ps vel legum du solei bk,"2,57",932878812052
9726145756499,Produits Secs & Conserves,soupes,2x35clieb psv potir crem fr bk,"2,55",9726145756499
7009925264020,Produits Secs & Conserves,soupes,ps veloute de legumes poeles 2,"2,55",7009925264020
6338321686732,Produits Secs & Conserves,soupes,2x35cmouline de legumes dhiver,"2,57",6338321686732
1372364135440,Produits Secs & Conserves,soupes,2x35cdelic potiron chataig bk,"2,57",1372364135440
9236059023332,Produits Secs & Conserves,soupes,fondue poireaux st jacques  2x,"3,14",9236059023332
3721551045559,Produits Secs & Conserves,soupes,liebig ps vel carottes 2x35cl,"2,51",3721551045559
82994326386,Produits Secs & Conserves,soupes,2x35c potage malin tom/vermbk,"2,03",82994326386
2135686767630,Produits Secs & Conserves,soupes,duo asperges morilles 2x35cl,"3,52",2135686767630
4680097211155,Produits Secs & Conserves,soupes,ps oseille cresson & cr fra 2x,"2,66",4680097211155
3366716936254,Produits Secs & Conserves,soupes,dlce de leg&langoust2x35cl,"3,31",3366716936254
2730642793730,Produits Secs & Conserves,soupes,dx plaisir legumes kiri 2x35cl,"2,89",2730642793730
4512498083374,Produits Secs & Conserves,soupes,dx plaisir potiron kiri 2x35cl,"2,89",4512498083374
6522157444015,Produits Secs & Conserves,soupes,liebig gm potiron girolle 2x35,"3,35",6522157444015
1488856230530,Produits Secs & Conserves,soupes,liebig gm volaille morilles 2x,"3,52",1488856230530
2045903034987,Produits Secs & Conserves,soupes,2x35cps moul 10legum lieb bk,"1,94",2045903034987
9200310428479,Produits Secs & Conserves,soupes,2x35clb poule au pot vermicele,"2,55",9200310428479
1623781138649,Produits Secs & Conserves,soupes,1l liebig  courget/chevre bk,"2,97",1623781138649
5733625793691,Produits Secs & Conserves,soupes,1liebig velte de champignon bk,"2,97",5733625793691
6294885987065,Produits Secs & Conserves,soupes,2x35c liebig spe minestrone bk,"2,97",6294885987065
3404629638341,Produits Secs & Conserves,soupes,1l pur soup poir/pdt liebig bk,"1,85",3404629638341
6117123483080,Produits Secs & Conserves,soupes,1l ps veloute tomat brk liebig,"1,97",6117123483080
7030397691971,Produits Secs & Conserves,soupes,1l potage poule au pot liebig,"2,87",7030397691971
6513638176205,Produits Secs & Conserves,soupes,1l potage minestrone milanaise,"2,97",6513638176205
5601289534304,Produits Secs & Conserves,soupes,80g royco classique tomates,"1,10",5601289534304
569783145318,Produits Secs & Conserves,soupes,80g royco classiques legumes,"1,14",569783145318
368272325653,Produits Secs & Conserves,soupes,80g creme champignon royco,"1,97",368272325653
5187922630326,Produits Secs & Conserves,soupes,80g4st cremeu-crem asp/crt roy,"1,93",5187922630326
672507794835,Produits Secs & Conserves,soupes,80g royco gratinee oignon,"1,97",672507794835
4990356508513,Produits Secs & Conserves,soupes,60g3st craq tom prov&crout ail,"1,73",4990356508513
2267013140716,Produits Secs & Conserves,soupes,60groyco ext.croqu.delic legum,"1,73",2267013140716
8100526559028,Produits Secs & Conserves,soupes,60groyco ext.croqu.delic poire,"1,68",8100526559028
4524105805411,Produits Secs & Conserves,soupes,80g royco mouline 10 legumes,"1,58",4524105805411
9369409327047,Produits Secs & Conserves,soupes,80g royco moulinee 7 leg.verts,"1,81",9369409327047
9461605179658,Produits Secs & Conserves,soupes,60groyco ext.croq.delic courge,"1,67",9461605179658
696681254547,Produits Secs & Conserves,soupes,60groyco ext.croq.delic forest,"1,70",696681254547
8706350188342,Produits Secs & Conserves,soupes,60g3stcrq leg soleil&crout roy,"1,71",8706350188342
5609446717521,Produits Secs & Conserves,soupes,60g bouillon-volail/vermi royc,"1,71",5609446717521
